종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"123840","뉴온","KOSDAQ","투자주의환기종목(소속부없음)","4240","-210","-4.72","4405","4420","4220","5613","24040090","26989423200","6365430"
"012340","뉴인텍","KOSDAQ","투자주의환기종목(소속부없음)","1277","-94","-6.86","1371","1388","1233","118734","153522378","14430498424","11300312"
"462310","뉴키즈온","KOSDAQ","중견기업부","3690","-170","-4.40","3630","3840","3600","50602","188433109","30203096490","8185121"
"270870","뉴트리","KOSDAQ","중견기업부","4200","55","1.33","4150","4212","4000","45325","185749271","38640940800","9200224"
"144960","뉴파워프라즈마","KOSDAQ","우량기업부","10700","-50","-0.47","10750","10750","10400","920164","9705328890","467511076800","43692624"
"085670","뉴프렉스","KOSDAQ","우량기업부","5530","-220","-3.83","5650","5700","5320","308604","1689253300","135489208330","24500761"
"064260","다날","KOSDAQ","중견기업부","6580","-80","-1.20","6660","6660","6380","1146148","7498742570","497747107060","75645457"
"340360","다보링크","KOSDAQ","투자주의환기종목(소속부없음)","1609","213","15.26","1396","1628","1350","1591641","2481909376","83769000148","52062772"
"039560","다산네트웍스","KOSDAQ","중견기업부","4390","-80","-1.79","4430","4430","4190","433756","1870577728","188280374520","42888468"
"208860","다산디엠씨","KOSDAQ","벤처기업부","1183","82","7.45","1101","1188","1030","113284","128865751","40162818059","33949973"
"154040","다산솔루에타","KOSDAQ","중견기업부","1124","-2","-0.18","1126","1126","1033","126109","134151590","20175905656","17950094"
"058730","다스코","KOSPI",,"3075","-75","-2.38","3115","3145","2810","124391","377751442","61340779575","19948221"
"030210","다올투자증권","KOSPI",,"3995","-5","-0.13","4030","4045","3845","163338","648144336","243339868470","60911106"
"023590","다우기술","KOSPI",,"44200","600","1.38","43800","45500","41300","88554","3902687450","1913299190400","43287312"
"032190","다우데이타","KOSDAQ","우량기업부","22750","850","3.88","22650","23700","21800","282100","6359828650","871325000000","38300000"
"323350","다원넥스뷰","KOSDAQ","기술성장기업부","24300","-1500","-5.81","25500","26450","20500","231188","5418674200","194661759600","8010772"
"068240","다원시스","KOSDAQ","관리종목(소속부없음)","2530","0","0.00","0","0","0","0","0","96553495610","38163437"
"145210","다이나믹디자인","KOSPI",,"224","0","0.00","0","0","0","0","0","9461013632","42236668"
"290660","다이나믹솔루션","KOSDAQ","기술성장기업부","1046","62","6.30","1013","1100","1001","3840001","4038398398","88438271782","84549017"
"483650","달바글로벌","KOSPI",,"228500","-8000","-3.38","225000","237000","217000","177629","40888175000","2838321890000","12421540"
"464580","닷밀","KOSDAQ","기술성장기업부","1880","-39","-2.03","1862","1919","1815","43118","79308971","34603447320","18406089"
"019680","대교","KOSPI",,"1185","-14","-1.17","1204","1204","1134","211091","243422872","100372877250","84702850"
"019685","대교우B","KOSPI",,"966","-5","-0.51","971","971","960","14298","13736909","18766472340","19426990"
"006370","대구백화점","KOSPI",,"5120","0","0.00","5130","5390","4970","49472","252512075","55406648320","10821611"
"008060","대덕","KOSPI",,"20500","1730","9.22","18800","20500","18300","241467","4780388075","641385509000","31287098"
"00806K","대덕1우","KOSPI",,"13280","280","2.15","13000","13310","12600","25437","331929840","16100100960","1212357"
"353200","대덕전자","KOSPI",,"140400","4600","3.39","133000","143300","125000","940051","127283785750","6938136270000","49416925"
"35320K","대덕전자1우","KOSPI",,"42550","2650","6.64","38000","43100","35550","92257","3621154025","89164333450","2095519"
"000490","대동","KOSPI",,"9550","-600","-5.91","9950","9950","9390","559854","5360800965","275296560750","28826865"
"178600","대동고려삼","KONEX","일반기업부","1880","-195","-9.40","1880","1880","1880","1","1880","8365248000","4449600"
"020400","대동금속","KOSDAQ","중견기업부","3920","-75","-1.88","3990","3990","3730","75602","290713930","25003061440","6378332"
"008830","대동기어","KOSDAQ","중견기업부","17950","-1030","-5.43","18610","18910","17760","157051","2839561945","161325984000","8987520"
"048470","대동스틸","KOSDAQ","중견기업부","3255","5","0.15","3250","3255","3090","75568","239417540","31410750000","9650000"
"004780","대륙제관","KOSDAQ","우량기업부","3950","50","1.28","3890","3950","3805","23708","91895739","62817636050","15903199"
"005750","대림바스","KOSPI",,"5220","90","1.75","5130","5340","4940","45776","235860860","86611492800","16592240"
"017650","대림제지","KOSDAQ","우량기업부","9510","-230","-2.36","9680","9750","9410","26720","255598070","83545350000","8785000"
"006570","대림통상","KOSPI",,"1924","-5","-0.26","1949","1950","1900","18113","34712823","29292900000","15225000"
"389260","대명에너지","KOSDAQ","우량기업부","19750","-400","-1.99","20000","20000","18700","82255","1606953660","353847418750","17916325"
"317850","대모","KOSDAQ","벤처기업부","7860","-90","-1.13","7950","8120","7590","125759","981648710","65429941200","8324420"
"290670","대보마그네틱","KOSDAQ","중견기업부","8930","-590","-6.20","9450","9460","8550","37201","334576015","70168903800","7857660"
"078140","대봉엘에스","KOSDAQ","우량기업부","10030","30","0.30","9900","10030","9670","17009","167645820","111198387370","11086579"
"065150","대산F&B","KOSDAQ","관리종목(소속부없음)","145","0","0.00","0","0","0","0","0","23110448725","159382405"
"001680","대상","KOSPI",,"20200","-550","-2.65","20700","20700","20000","116978","2357646450","699890105000","34648025"
"001685","대상우","KOSPI",,"15980","-70","-0.44","16200","16200","15730","11418","181565830","21896163540","1370223"
"084690","대상홀딩스","KOSPI",,"9350","110","1.19","9340","9500","9030","99755","923274490","338587230300","36212538"
"084695","대상홀딩스우","KOSPI",,"13010","-140","-1.06","13240","13590","12800","6439","83767820","11884400820","913482"
"036480","대성미생물","KOSDAQ","중견기업부","6870","390","6.02","6480","6870","6400","34067","228313490","26106000000","3800000"
"128820","대성산업","KOSPI",,"6810","-510","-6.97","7000","7860","6760","1524646","11073520965","308053605180","45235478"
"117580","대성에너지","KOSPI",,"8140","-10","-0.12","8120","8210","7950","159243","1286398415","223850000000","27500000"
"027830","대성창투","KOSDAQ","중견기업부","1391","-8","-0.57","1410","1410","1360","199471","275464394","75114000000","54000000"
"129920","대성하이텍","KOSDAQ","벤처기업부","9200","-1560","-14.50","10440","10760","9200","645292","6190640430","149488003200","16248696"
"016710","대성홀딩스","KOSPI",,"8120","-70","-0.85","8200","8200","7850","21142","168746750","130646407080","16089459"
"471050","대신밸런스제17호스팩","KOSDAQ","SPAC(소속부없음)","2100","20","0.96","2075","2160","2060","224991","467948266","12726000000","6060000"
"482690","대신밸런스제19호스팩","KOSDAQ","SPAC(소속부없음)","2145","-5","-0.23","2150","2150","2120","42247","90349710","12044175000","5615000"
"0030R0","대신밸류리츠","KOSPI",,"4195","-5","-0.12","4235","4235","4150","42725","177901986","250777100000","59780000"
"020180","대신정보통신","KOSDAQ","중견기업부","1095","11","1.01","1096","1120","1075","685256","747877570","42079661925","38428915"
"003540","대신증권","KOSPI",,"33100","-800","-2.36","33450","33500","31450","274351","8962869250","1629174155300","49219763"
"003547","대신증권2우B","KOSPI",,"20800","-200","-0.95","21050","21450","20250","30328","625925575","203909326400","9803333"
"003545","대신증권우","KOSPI",,"21600","-300","-1.37","21700","21950","21200","101389","2196746775","544140007200","25191667"
"045390","대아티아이","KOSDAQ","우량기업부","3505","-155","-4.23","3615","3630","3445","1724758","6095227319","247009186385","70473377"
"009190","대양금속","KOSPI",,"1375","11","0.81","1390","1410","1332","344907","473716861","59389859375","43192625"
"108380","대양전기공업","KOSDAQ","우량기업부","24700","-550","-2.18","24500","25100","23750","38145","931179125","236313125100","9567333"
"014160","대영포장","KOSPI",,"1038","11","1.07","1020","1074","1016","1174259","1221272072","112513541862","108394549"
"047040","대우건설","KOSPI",,"29300","800","2.81","26950","29650","26350","13905121","389031770375","12039593793400","410907638"
"003090","대웅","KOSPI",,"20350","-750","-3.55","20900","20950","20100","67716","1381894275","1183189293000","58141980"
"069620","대웅제약","KOSPI",,"133100","-8900","-6.27","143400","143600","130600","32719","4355326900","1542173132500","11586575"
"007680","대원","KOSDAQ","중견기업부","4055","5","0.12","4075","4200","3955","13788","55352425","54525452070","13446474"
"000430","대원강업","KOSPI",,"4510","-165","-3.53","4710","4740","4360","554420","2499201342","279620000000","62000000"
"048910","대원미디어","KOSDAQ","우량기업부","6370","-240","-3.63","6610","6610","6270","101769","648814910","80127886020","12578946"
"005710","대원산업","KOSDAQ","우량기업부","12360","-370","-2.91","12680","12680","11900","43196","526463495","247664736000","20037600"
"006340","대원전선","KOSPI",,"15150","970","6.84","13770","16170","12900","8862108","130337645145","1187978402400","78414416"
"006345","대원전선우","KOSPI",,"16490","-340","-2.02","16300","19340","14020","2610751","44416685530","43223588000","2621200"
"003220","대원제약","KOSPI",,"9600","-240","-2.44","9810","9810","9400","27429","263295990","215304796800","22427583"
"024890","대원화성","KOSPI",,"906","0","0.00","0","0","0","0","0","37371731712","41249152"
"120240","대정화금","KOSDAQ","우량기업부","13750","430","3.23","13320","13760","13070","47218","639592795","98867876250","7190391"
"003310","대주산업","KOSDAQ","우량기업부","2940","-10","-0.34","2860","2980","2840","782870","2264822458","104053509000","35392350"
"114920","대주이엔티","KONEX","일반기업부","2325","-170","-6.81","2645","2645","2125","2169","4706845","8066587500","3469500"
"078600","대주전자재료","KOSDAQ","우량기업부","157000","7500","5.02","153500","161800","149700","446202","69861733000","2438692461000","15533073"
"393970","대진첨단소재","KOSDAQ","관리종목(소속부없음)","2825","0","0.00","0","0","0","0","0","50428566500","17850820"
"012800","대창","KOSPI",,"1523","-57","-3.61","1579","1579","1422","2862333","4281933042","138806979977","91140499"
"015230","대창단조","KOSPI",,"6640","-70","-1.04","6730","6730","6420","123250","811104735","180233636800","27143620"
"096350","대창솔루션","KOSDAQ","벤처기업부","2410","-40","-1.63","2450","2450","2315","454357","1079770730","88819976420","36854762"
"140520","대창스틸","KOSDAQ","중견기업부","2050","-50","-2.38","2100","2100","2035","42641","87644213","43273948150","21109243"
"131220","대한과학","KOSDAQ","벤처기업부","4410","-30","-0.68","4400","4440","4240","34580","150724287","32874300900","7454490"
"010170","대한광통신","KOSDAQ","중견기업부","23100","100","0.43","21600","24650","19460","24376596","546151931190","3591718746000","155485660"
"054670","대한뉴팜","KOSDAQ","우량기업부","6340","-130","-2.01","6450","6470","6310","53133","337757410","91010192800","14354920"
"001070","대한방직","KOSPI",,"6340","-70","-1.09","6350","6530","6200","24007","151422490","33602000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","27850","150","0.54","28150","28150","27550","17622","490390825","167100000000","6000000"
"006650","대한유화","KOSPI",,"138000","-2000","-1.43","140000","140000","130600","55547","7545475000","897000000000","6500000"
"001440","대한전선","KOSPI",,"58100","-1900","-3.17","58800","59100","55000","5649482","323347117900","11387169827600","195992596"
"084010","대한제강","KOSPI",,"10650","-390","-3.53","11050","11050","10460","47960","508610830","366057497400","34371596"
"001790","대한제당","KOSPI",,"2735","-45","-1.62","2765","2780","2710","264437","723092900","245320146300","89696580"
"001795","대한제당우","KOSPI",,"2320","-70","-2.93","2390","2445","2300","63411","148435775","15040003200","6482760"
"001130","대한제분","KOSPI",,"14300","-1350","-8.63","15400","15400","14020","96078","1388059980","241670000000","16900000"
"439260","대한조선","KOSPI",,"68600","-800","-1.15","68400","69500","66000","101316","6865261250","2642905003200","38526312"
"003490","대한항공","KOSPI",,"25550","-500","-1.92","25750","25900","24750","1256495","31779965250","9408037888550","368220661"
"003495","대한항공우","KOSPI",,"23100","-250","-1.07","23350","23400","22750","4468","103053625","25659341400","1110794"
"005880","대한해운","KOSPI",,"2500","10","0.40","2520","2545","2400","5117525","12710655964","806868350000","322747340"
"003830","대한화섬","KOSPI",,"118700","1600","1.37","116700","120200","115300","188","21871500","157633600000","1328000"
"016090","대현","KOSPI",,"1714","-42","-2.39","1753","1753","1706","220734","379881040","75899879340","44282310"
"069460","대호에이엘","KOSPI",,"532","0","0.00","0","0","0","0","0","46322278464","87071952"
"021040","대호특수강","KOSDAQ","중견기업부","1144","-56","-4.67","1200","1200","1124","113237","131049779","24830261456","21704774"
"021045","대호특수강우","KOSDAQ","중견기업부","2645","15","0.57","2620","2645","2620","11540","30290350","2244261340","848492"
"067080","대화제약","KOSDAQ","중견기업부","13550","-850","-5.90","14010","14220","13550","123901","1705736280","252255607500","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","7490","30","0.40","7460","7500","7130","41025","302501880","108503031140","14486386"
"032860","더라미","KOSDAQ","중견기업부","1018","1","0.10","1067","1067","989","59085","59502871","41122988534","40395863"
"475560","더본코리아","KOSPI",,"18900","-250","-1.31","19030","19090","18770","14498","273703475","280248633000","14827970"
"192080","더블유게임즈","KOSPI",,"60400","1300","2.20","59100","61200","58100","136101","8221205200","1278877467200","21173468"
"393890","더블유씨피","KOSDAQ GLOBAL","기술성장기업부","16110","1220","8.19","14600","16590","14520","897766","14249634135","545213049840","33843144"
"299170","더블유에스아이","KOSDAQ","중견기업부","2025","10","0.50","2000","2195","1897","765384","1516120073","84060358200","41511288"
"012510","더존비즈온","KOSPI",,"120000","0","0.00","120000","120700","120000","4299","516984450","3647378400000","30394820"
"462860","더즌","KOSDAQ","벤처기업부","2960","-50","-1.66","3010","3080","2895","289171","860002946","212810756960","71895526"
"224060","더코디","KOSDAQ","투자주의환기종목(소속부없음)","5640","20","0.36","5460","6000","5460","44673","253299150","29106472080","5160722"
"302920","더콘텐츠온","KONEX","일반기업부","2800","-100","-3.45","0","0","0","0","0","12746605200","4552359"
"043090","더테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","1140","0","0.00","0","0","0","0","0","4718944500","4139425"
"403850","더핑크퐁컴퍼니","KOSDAQ","중견기업부","13530","-880","-6.11","14420","14470","13400","169985","2307408185","194169165300","14351010"
"213420","덕산네오룩스","KOSDAQ GLOBAL","우량기업부","45100","-1900","-4.04","46550","46550","42950","189161","8462390850","1119886172900","24831179"
"317330","덕산테코피아","KOSDAQ","중견기업부","23500","-800","-3.29","23400","24000","22650","266674","6177365175","481199724000","20476584"
"077360","덕산하이메탈","KOSDAQ","벤처기업부","17190","-540","-3.05","17490","18000","16480","862276","14859093145","781062064380","45437002"
"004830","덕성","KOSPI",,"4045","-65","-1.58","4020","4270","4000","130527","528381918","63425600000","15680000"
"004835","덕성우","KOSPI",,"6200","10","0.16","6020","6430","5990","15789","95342870","8630400000","1392000"
"090410","덕신이피씨","KOSDAQ","우량기업부","1169","-14","-1.18","1170","1189","1142","112889","131097737","53872307055","46084095"
"0001A0","덕양에너젠","KOSDAQ","중견기업부","14650","-650","-4.25","15210","15210","13580","345507","4893768815","363191006750","24791195"
"263600","덕우전자","KOSDAQ","중견기업부","5560","-160","-2.80","5720","5800","5200","106056","587643165","88572523600","15930310"
"194480","데브시스터즈","KOSDAQ","벤처기업부","17700","-600","-3.28","18220","18260","17150","69103","1211531135","214685955000","12129150"
"373160","데이원컴퍼니","KOSDAQ","기술성장기업부","4660","5","0.11","4655","4750","4435","26720","124050170","64342805540","13807469"
"263800","데이타솔루션","KOSDAQ","중견기업부","4680","-20","-0.43","4700","4750","4490","112531","521194487","75934778400","16225380"
"199150","데이터스트림즈","KONEX","일반기업부","1894","24","1.28","1900","1900","1800","489","927348","8084753022","4268613"
"206560","덱스터","KOSDAQ","기술성장기업부","2030","30","1.50","2000","2030","1953","103721","207168839","51585824080","25411736"
"261200","덴티스","KOSDAQ","중견기업부","3595","-125","-3.36","3645","3730","3520","31606","114989820","56835871500","15809700"
"145720","덴티움","KOSPI",,"49500","-2200","-4.26","51200","51200","48800","45712","2270422200","426882604500","8623891"
"227420","도부","KONEX","일반기업부","873","86","10.93","873","873","873","6","5238","33212857230","38044510"
"484120","도우인시스","KOSDAQ","중견기업부","21700","750","3.58","20250","22350","19830","29261","616561305","237776057400","10957422"
"067990","도이치모터스","KOSDAQ","우량기업부","5010","-70","-1.38","5080","5100","4900","202357","1011986340","146199565500","29181550"
"002150","도화엔지니어링","KOSPI",,"6090","-110","-1.77","6030","6200","6000","90663","550907725","205354800000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","4630","-145","-3.04","4800","4800","4570","157816","734501667","131792912960","28464992"
"100130","동국S&C","KOSDAQ","중견기업부","2040","-45","-2.16","2005","2105","1987","216751","440703608","116571720000","57143000"
"005160","동국산업","KOSDAQ","중견기업부","2975","-125","-4.03","3100","3100","2950","130370","390349649","161377333950","54244482"
"303810","동국생명과학","KOSDAQ","중견기업부","3040","-60","-1.94","3100","3125","3030","126504","386783420","97231785600","31984140"
"460850","동국씨엠","KOSPI",,"6080","30","0.50","6050","6120","5920","100639","605743150","181783828480","29898656"
"075970","동국알앤에스","KOSDAQ","중견기업부","2105","-30","-1.41","2130","2130","2065","94097","197164170","38732000000","18400000"
"460860","동국제강","KOSPI",,"13000","40","0.31","13000","13280","12400","431668","5514079090","644904221000","49608017"
"086450","동국제약","KOSDAQ GLOBAL","우량기업부","21400","-1250","-5.52","23000","23050","21200","406244","8754991900","967930988000","45230420"
"001230","동국홀딩스","KOSPI",,"11400","0","0.00","0","0","0","0","0","362525506200","31800483"
"023450","동남합성","KOSPI",,"30550","100","0.33","30450","30600","30000","2341","70905850","106925000000","3500000"
"004140","동방","KOSPI",,"2375","-55","-2.26","2430","2440","2305","536392","1274304738","113932944250","47971766"
"240550","동방메디컬","KOSDAQ","중견기업부","7820","0","0.00","7950","7970","7380","344226","2658227235","163703410800","20933940"
"099410","동방선기","KOSDAQ","벤처기업부","4695","-170","-3.49","4870","4870","4545","291055","1365293541","65730000000","14000000"
"007590","동방아그로","KOSPI",,"6010","40","0.67","5970","6090","5910","17531","105611820","81841637770","13617577"
"005960","동부건설","KOSPI",,"7510","-450","-5.65","7890","7890","7300","149935","1112844950","172329439130","22946663"
"005965","동부건설우","KOSPI",,"18400","-330","-1.76","18710","18710","18200","756","13891500","4153468800","225732"
"026960","동서","KOSPI",,"24850","-500","-1.97","25950","25950","24500","100737","2521310525","2477545000000","99700000"
"002210","동성제약","KOSPI",,"973","0","0.00","0","0","0","0","0","94010780311","96619507"
"102260","동성케미컬","KOSPI",,"4185","-90","-2.11","4275","4275","4100","215934","901174295","212052238335","50669591"
"033500","동성화인텍","KOSDAQ","우량기업부","21300","-1050","-4.70","22350","22350","20700","294422","6271119225","638776222200","29989494"
"025950","동신건설","KOSDAQ","우량기업부","14380","-620","-4.13","15000","15040","14100","28197","410624485","120792000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"92600","-2600","-2.73","95300","95300","91400","13593","1253559400","623432000200","6732527"
"170900","동아에스티","KOSPI",,"40400","-1550","-3.69","41900","41900","40250","26760","1083465400","393003887600","9727819"
"088130","동아엘텍","KOSDAQ","우량기업부","8990","-340","-3.64","8880","9100","8600","419352","3713822800","157192972860","17485314"
"028100","동아지질","KOSPI",,"15890","-360","-2.22","16250","16410","15440","60350","957923400","212759186780","13389502"
"001520","동양","KOSPI",,"662","-14","-2.07","680","680","648","626166","411156126","158008849706","238684063"
"001527","동양2우B","KOSPI",,"7600","-200","-2.56","7960","7960","7510","1243","9377490","2345124400","308569"
"084670","동양고속","KOSPI",,"50700","-15100","-22.95","63900","83000","49950","2961347","200493110000","146805348300","2895569"
"082640","동양생명","KOSPI",,"7580","-150","-1.94","7730","7880","7460","223917","1712390065","1223098074300","161358585"
"060380","동양에스텍","KOSDAQ","중견기업부","1341","-9","-0.67","1350","1395","1317","66947","89368737","26417700000","19700000"
"001525","동양우","KOSPI",,"4365","-205","-4.49","4485","4485","4365","3591","15871465","2696395815","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","25450","-750","-2.86","26700","26700","24550","70102","1768062725","200037000000","7860000"
"228340","동양파일","KOSDAQ","중견기업부","2060","55","2.74","2005","2135","1981","57326","118562167","41200000000","20000000"
"088910","동우팜투테이블","KOSDAQ","우량기업부","2440","-10","-0.41","2455","2465","2355","150689","363293009","63029504160","25831764"
"094170","동운아나텍","KOSDAQ","우량기업부","45950","-950","-2.03","45100","47600","43850","181949","8342662825","960811559200","20909936"
"013120","동원개발","KOSDAQ","우량기업부","2560","-20","-0.78","2570","2720","2530","76413","196338503","232468736000","90808100"
"018500","동원금속","KOSPI",,"1762","11","0.63","1751","1770","1680","390778","674884632","82382191946","46754933"
"006040","동원산업","KOSPI",,"36700","-1400","-3.67","37800","37800","36300","66003","2429819050","1620231086200","44147986"
"030720","동원수산","KOSPI",,"6220","-20","-0.32","6240","6300","6070","24808","152964105","28946667100","4653805"
"014820","동원시스템즈","KOSPI",,"23700","-900","-3.66","24300","24550","23450","43576","1035555700","687093383400","28991282"
"014825","동원시스템즈우","KOSPI",,"16340","160","0.99","16340","16340","16340","77","1258180","4315573740","264111"
"111380","동인기연","KOSPI",,"13760","-350","-2.48","14110","14110","13620","15527","213848330","84321280000","6128000"
"163560","동일고무벨트","KOSPI",,"7260","360","5.22","7060","7940","7060","530330","4026138035","100914000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","7450","-120","-1.59","7590","7590","7420","2112","15751650","67795000000","9100000"
"032960","동일기연","KOSDAQ","관리종목(소속부없음)","12340","-110","-0.88","12470","12680","12330","1873","23497360","43419462300","3518595"
"004890","동일산업","KOSPI",,"36450","-700","-1.88","37150","37350","35950","4753","172591650","88399086750","2425215"
"023790","동일스틸럭스","KOSDAQ","중견기업부","1249","0","0.00","0","0","0","0","0","32648381633","26139617"
"002690","동일제강","KOSPI",,"1596","23","1.46","1574","1641","1525","99241","156991664","32399374560","20300360"
"005290","동진쎄미켐","KOSDAQ","우량기업부","56100","3200","6.05","52000","57100","50500","740035","40150290550","2859424068600","50970126"
"025900","동화기업","KOSDAQ GLOBAL","중견기업부","9420","-270","-2.79","9490","9700","9080","130787","1219274425","476249624700","50557285"
"000020","동화약품","KOSPI",,"6130","60","0.99","6190","6280","6050","243835","1499322230","171219911100","27931470"
"000150","두산","KOSPI",,"1593000","-21000","-1.30","1620000","1640000","1497000","108932","170966179500","25796779155000","16193835"
"000157","두산2우B","KOSPI",,"548000","23000","4.38","528000","556000","491500","1190","612238500","489384824000","893038"
"454910","두산로보틱스","KOSPI",,"117900","-9500","-7.46","132100","132100","112500","3025824","360884370850","7642275642000","64819980"
"241560","두산밥캣","KOSPI",,"67700","-2000","-2.87","68700","68700","65400","262956","17595553750","6489455600500","95856065"
"034020","두산에너빌리티","KOSPI",,"112100","1300","1.17","108100","113600","103500","4669776","509207203800","71806904466600","640561146"
"000155","두산우","KOSPI",,"644000","-16000","-2.42","660000","660000","592000","26859","16734565000","2573721528000","3996462"
"131970","두산테스나","KOSDAQ GLOBAL","우량기업부","173400","-4400","-2.47","175000","178800","161200","308275","52484330950","3351343069200","19327238"
"336260","두산퓨얼셀","KOSPI",,"82600","-1900","-2.25","80000","84000","75000","918812","73903556750","5409781767600","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"10580","-340","-3.11","10500","10650","9880","64521","665015400","141393236000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"12120","-80","-0.66","12160","12340","11450","8434","100133780","36193956000","2986300"
"016740","두올","KOSPI",,"4990","195","4.07","4800","5080","4720","597883","2941646515","143083379760","28674024"
"073190","듀오백","KOSDAQ","투자주의환기종목(소속부없음)","1050","-10","-0.94","1056","1070","1000","16764","17346582","12566442000","11968040"
"176750","듀켐바이오","KOSDAQ","기술성장기업부","7920","-480","-5.71","8450","8450","7800","25966","206565460","225630662400","28488720"
"030350","드래곤플라이","KOSDAQ","관리종목(소속부없음)","973","0","0.00","0","0","0","0","0","15171092867","15592079"
"203650","드림시큐리티","KOSDAQ","중견기업부","3170","150","4.97","3010","3230","2805","4772191","14735701020","320478504400","101097320"
"223250","드림씨아이에스","KOSDAQ","벤처기업부","6450","-120","-1.83","6640","6900","6380","434955","2872394130","158672863800","24600444"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","893","33","3.84","860","899","849","173513","151443887","66172704689","74101573"
"362990","드림인사이트","KOSDAQ","벤처기업부","1609","115","7.70","1466","1639","1430","96299","149115978","27032123566","16800574"
"192650","드림텍","KOSPI",,"5610","-710","-11.23","6100","6170","5520","1053620","6028504400","386945256390","68974199"
"016670","디모아","KOSDAQ","중견기업부","3845","45","1.18","3800","3935","3735","18730","71909910","39196829730","10194234"
"187870","디바이스","KOSDAQ","우량기업부","26700","-1400","-4.98","27000","28950","24350","210543","5726036325","187877460300","7036609"
"489730","디비금융제13호스팩","KOSDAQ","SPAC(소속부없음)","2040","0","0.00","2035","2050","2035","7028","14314990","12917280000","6332000"
"0004Y0","디비금융제14호스팩","KOSDAQ","SPAC(소속부없음)","2005","-5","-0.25","2010","2030","2005","10831","21779595","10656575000","5315000"
"024090","디씨엠","KOSPI",,"12220","-260","-2.08","12380","12410","12000","15624","188706470","139308000000","11400000"
"003160","디아이","KOSPI",,"29150","200","0.69","28700","30000","26950","276287","7935809150","824945000000","28300000"
"092200","디아이씨","KOSPI",,"6900","-270","-3.77","7010","7040","6440","658004","4416835865","268331126100","38888569"
"110990","디아이티","KOSDAQ","우량기업부","26300","1950","8.01","24700","28050","23000","502745","13145316775","497070000000","18900000"
"263690","디알젬","KOSDAQ","우량기업부","5420","-120","-2.17","5550","5780","5230","84922","463262305","61384806200","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","1615","-20","-1.22","1620","1643","1577","261876","420730259","134815445440","83477056"
"347850","디앤디파마텍","KOSDAQ","기술성장기업부","62100","-6700","-9.74","67000","67300","60500","538855","33366931500","2720237528700","43804147"
"377190","디앤디플랫폼리츠","KOSPI",,"2670","-75","-2.73","2740","2740","2640","280305","745387035","236028000000","88400000"
"263720","디앤씨미디어","KOSDAQ","우량기업부","10680","-220","-2.02","10730","10960","10520","13587","145218830","132566471880","12412591"
"376300","디어유","KOSDAQ","우량기업부","26300","-600","-2.23","26350","26850","25600","75445","1976757075","624320077800","23738406"
"104040","디에스엠","KOSDAQ","벤처기업부","2955","-430","-12.70","3385","3385","2770","120431","357444055","79234084575","26813565"
"109740","디에스케이","KOSDAQ","벤처기업부","4740","-40","-0.84","4780","4975","4540","50115","235143170","121867248600","25710390"
"031860","디에이치엑스컴퍼니","KOSDAQ","관리종목(소속부없음)","693","0","0.00","0","0","0","0","0","18714758139","27005423"
"196490","디에이테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","6090","0","0.00","0","0","0","0","0","36245518050","5951645"
"066900","디에이피","KOSDAQ","관리종목(소속부없음)","1829","7","0.38","1850","1850","1777","8124","14822114","41599695987","22744503"
"092070","디엔에프","KOSDAQ","중견기업부","21550","-500","-2.27","21600","22200","19990","138971","2957484915","249373539900","11571858"
"039840","디오","KOSDAQ","중견기업부","15740","-160","-1.01","15750","16000","15300","35433","551187340","211165132720","13415828"
"013570","디와이","KOSPI",,"4565","-185","-3.89","4700","4700","4435","164235","748558478","120149124645","26319633"
"024900","디와이덕양","KOSPI",,"2020","-40","-1.94","2060","2080","1988","93770","189079038","65781259600","32564980"
"219550","디와이디","KOSDAQ","관리종목(소속부없음)","1661","21","1.28","1693","1693","1599","196225","319206271","64234618877","38672257"
"310870","디와이씨","KOSDAQ","벤처기업부","1697","57","3.48","1633","1780","1530","1679921","2780720751","35106298887","20687271"
"002880","디와이에이","KOSPI",,"860","-28","-3.15","905","905","854","154157","134164328","40225635700","46773995"
"210540","디와이파워","KOSPI",,"14110","-120","-0.84","14200","14300","13440","73159","1017467395","155798499880","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","11770","-1340","-10.22","12790","12930","11420","156404","1836845560","123798048770","10518101"
"113810","디젠스","KOSDAQ","중견기업부","652","-2","-0.31","653","664","636","90532","58735814","21273489252","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","2790","40","1.45","2740","2790","2665","21255","58080275","25110000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","1850","-56","-2.94","1906","1906","1725","23466","41996722","24074334900","13013154"
