종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"477340","에이치엠씨제7호스팩","KOSDAQ","SPAC(소속부없음)","2040","5","0.25","2050","2050","2040","120","244900","15320400000","7510000"
"148930","에이치와이티씨","KOSDAQ","중견기업부","2845","-45","-1.56","2890","2915","2790","42145","119187150","28948480985","10175213"
"044780","에이치케이","KOSDAQ","벤처기업부","1450","-26","-1.76","1469","1473","1395","344583","491854381","26833391150","18505787"
"357230","에이치피오","KOSDAQ","우량기업부","2785","-55","-1.94","2825","2835","2705","304258","838126450","115002330660","41293476"
"355690","에이텀","KOSDAQ","기술성장기업부","4200","15","0.36","4055","4350","3820","236387","975406000","39500916000","9404980"
"071670","에이테크솔루션","KOSDAQ","중견기업부","8150","-300","-3.55","8400","8520","7850","72684","590330195","81500000000","10000000"
"045660","에이텍","KOSDAQ","우량기업부","9030","-30","-0.33","9030","9170","8740","38778","347183080","74587800000","8260000"
"224110","에이텍모빌리티","KOSDAQ","벤처기업부","8350","-30","-0.36","8230","8390","8210","22474","185624130","42421223100","5080386"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","3130","0","0.00","3130","3180","3000","282633","876355926","150240000000","48000000"
"200470","에이팩트","KOSDAQ","중견기업부","7730","-500","-6.08","7690","7930","7400","570955","4359942875","327458978890","42362093"
"207490","에이펙스인텍","KONEX","일반기업부","6600","-200","-2.94","6600","6600","6600","10","66000","23760000000","3600000"
"262260","에이프로","KOSDAQ","우량기업부","8550","-1420","-14.24","9800","9800","7520","441690","3768997830","123702699600","14468152"
"007460","에이프로젠","KOSPI",,"4375","-335","-7.11","4740","5020","4300","691641","3156518762","96047297500","21953668"
"003060","에이프로젠바이오로직스","KOSPI",,"3635","-375","-9.35","4215","4440","3480","753327","2896027615","48080832015","13227189"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","53700","-7200","-11.82","57700","58900","52000","341017","18211516250","1257322456200","23413826"
"244920","에이플러스에셋","KOSPI",,"11280","870","8.36","10430","11750","10430","389355","4418972135","255014777040","22607693"
"278470","에이피알","KOSPI",,"402000","-2000","-0.50","405000","409000","388000","195060","78153514500","15050138310000","37438155"
"0009K0","에임드바이오","KOSDAQ","기술성장기업부","35800","-3500","-8.91","38000","38800","34800","295828","10601974600","2315227563800","64671161"
"230240","에치에프알","KOSDAQ","중견기업부","29050","-2650","-8.36","30000","30600","27250","602227","17041321025","386626450000","13309000"
"159910","에코글로우","KOSDAQ","중견기업부","3300","-50","-1.49","3350","3600","3120","17087","56944730","34541420100","10467097"
"230360","에코마케팅","KOSDAQ","우량기업부","16000","0","0.00","16000","16020","16000","25484","407756095","495980128000","30998758"
"097780","에코볼트","KOSDAQ","중견기업부","664","0","0.00","0","0","0","0","0","33686528072","50732723"
"038870","에코심플렉스","KOSDAQ","중견기업부","2640","-50","-1.86","2690","2750","2635","51608","138413515","36999465360","14014949"
"448280","에코아이","KOSDAQ","중견기업부","11490","210","1.86","11090","12090","10800","68015","776875450","340461672210","29631129"
"101360","에코앤드림","KOSDAQ","벤처기업부","15050","-370","-2.40","15080","15300","14380","96840","1441592895","267681015700","17786114"
"128540","에코캡","KOSDAQ","우량기업부","1688","-98","-5.49","1735","1779","1662","220792","374744922","45053496480","26690460"
"086520","에코프로","KOSDAQ GLOBAL","중견기업부","126800","-2400","-1.86","126500","129100","121100","1397434","175367222800","17216416073600","135776152"
"450080","에코프로머티","KOSPI",,"63600","-900","-1.40","64100","66300","61200","585494","37056257100","4496876605200","70705607"
"247540","에코프로비엠","KOSDAQ GLOBAL","중견기업부","190400","-100","-0.05","191000","194500","184100","577686","109630641550","18626914633600","97830434"
"383310","에코프로에이치엔","KOSDAQ","우량기업부","26950","0","0.00","26950","27450","25500","161376","4275484750","565274417400","20974932"
"038110","에코플라스틱","KOSDAQ","우량기업부","2990","-5","-0.17","3000","3030","2885","512711","1519234770","123096416300","41169370"
"073540","에프알텍","KOSDAQ","벤처기업부","3535","-15","-0.42","3620","3620","3350","101773","353340133","40299000000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","27550","0","0.00","27550","28900","24950","129009","3521617175","314354646600","11410332"
"036810","에프에스티","KOSDAQ","중견기업부","34700","500","1.46","32850","35700","31400","263362","8881366600","751247678300","21649789"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","3805","70","1.87","3735","3840","3505","12457","44735024","58569634440","15392808"
"083500","에프엔에스테크","KOSDAQ","우량기업부","19250","-250","-1.28","19430","19430","17770","161489","2993835565","165082648500","8575722"
"446440","에피바이오텍","KONEX","일반기업부","17800","-3100","-14.83","20000","20000","17800","235","4189150","41062446200","2306879"
"317530","에피소드컴퍼니","KOSDAQ","기술성장기업부","3550","-180","-4.83","3720","3720","3250","24037","83721620","62106831100","17494882"
"054940","엑사이엔씨","KOSDAQ","중견기업부","756","-14","-1.82","748","776","700","549472","411425896","25079202288","33173548"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","3280","-115","-3.39","3530","3625","3180","434846","1482672473","115370175520","35173834"
"373110","엑셀세라퓨틱스","KOSDAQ","기술성장기업부","1321","-42","-3.08","1363","1399","1300","92527","122066707","22845894474","17294394"
"205100","엑셈","KOSDAQ","벤처기업부","1809","-8","-0.44","1817","1825","1735","383632","682118885","127871739207","70686423"
"356680","엑스게이트","KOSDAQ","벤처기업부","15460","-900","-5.50","15050","15790","14600","908574","13776647050","441282386320","28543492"
"070300","엑스큐어","KOSDAQ","벤처기업부","2340","-15","-0.64","2360","2400","2210","193707","446057515","54538562520","23307078"
"317770","엑스페릭스","KOSDAQ","벤처기업부","3230","-55","-1.67","3285","3290","3100","399162","1267638557","117851540350","36486545"
"373200","엑스플러스","KOSDAQ","벤처기업부","643","0","0.00","0","0","0","0","0","72325014869","112480583"
"069920","엑시온그룹","KOSDAQ","투자주의환기종목(소속부없음)","1431","-137","-8.74","1564","1567","1380","90214","129113939","13303321551","9296521"
"092870","엑시콘","KOSDAQ","우량기업부","29150","250","0.87","28800","29600","26450","407593","11403789100","380430732550","13050797"
"019490","엑시큐어하이트론","KOSPI",,"541","0","0.00","0","0","0","0","0","41349858070","76432270"
"059180","엔더블유시","KONEX","일반기업부","4805","5","0.10","0","0","0","0","0","25534202450","5314090"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","6300","-410","-6.11","6710","6760","6300","21434","138236755","55703938500","8841895"
"067570","엔브이에이치코리아","KOSDAQ","중견기업부","2055","-25","-1.20","2070","2075","2005","257169","523587835","86659350000","42170000"
"0004V0","엔비알모션","KOSDAQ","기술성장기업부","16800","-950","-5.35","17410","17500","15670","488628","8000729855","174795062400","10404468"
"236810","엔비티","KOSDAQ","기술성장기업부","1553","-95","-5.76","1610","1642","1542","104997","167900231","26362836578","16975426"
"140610","엔솔바이오사이언스","KONEX","일반기업부","13100","90","0.69","13010","13450","12490","23518","300905510","177452862000","13546020"
"333620","엔시스","KOSDAQ","벤처기업부","6770","-150","-2.17","6920","6920","6420","94136","630130820","74455850700","10997910"
"101400","엔시트론","KOSDAQ","중견기업부","1905","-260","-12.01","2165","2170","1840","129471","251487583","22368106140","11741788"
"475230","엔알비","KOSDAQ","벤처기업부","15280","300","2.00","14990","15500","14070","68150","1017678745","166531876240","10898683"
"224760","엔에스컴퍼니","KONEX","일반기업부","3000","295","10.91","2705","3000","2705","726","2067775","11819100000","3939700"
"451700","엔에이치스팩29호","KOSDAQ","SPAC(소속부없음)","3440","0","0.00","0","0","0","0","0","49364000000","14350000"
"466910","엔에이치스팩30호","KOSDAQ","SPAC(소속부없음)","5640","0","0.00","0","0","0","0","0","51324000000","9100000"
"481890","엔에이치스팩31호","KOSDAQ","SPAC(소속부없음)","2110","0","0.00","2120","2120","2105","4089","8625535","13387950000","6345000"
"0054V0","엔에이치스팩32호","KOSDAQ","SPAC(소속부없음)","2035","5","0.25","2030","2045","2030","5561","11339555","12650577500","6216500"
"0130H0","엔에이치스팩33호","KOSDAQ","SPAC(소속부없음)","2005","0","0.00","1998","2005","1996","17744","35506223","15438500000","7700000"
"265740","엔에프씨","KOSDAQ","벤처기업부","6140","-30","-0.49","6150","6350","5900","200644","1221532420","109682504000","17863600"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","1257","-156","-11.04","1451","1452","1210","685638","921696772","33699855750","26809750"
"455900","엔젤로보틱스","KOSDAQ","기술성장기업부","29000","-750","-2.52","30350","30500","28300","99966","2919061425","443753099000","15301831"
"419080","엔젯","KOSDAQ","기술성장기업부","5110","-390","-7.09","5210","5270","5000","68965","353121550","54601050070","10685137"
"093510","엔지브이아이","KONEX","일반기업부","637","0","0.00","637","637","637","1","637","3834740000","6020000"
"183490","엔지켐생명과학","KOSDAQ","관리종목(소속부없음)","990","0","0.00","0","0","0","0","0","83793832650","84640235"
"085310","엔케이","KOSPI",,"1169","0","0.00","0","0","0","0","0","86717288567","74180743"
"182400","엔케이젠바이오텍코리아","KOSDAQ","관리종목(소속부없음)","3670","0","0.00","0","0","0","0","0","265496721770","72342431"
"348370","엔켐","KOSDAQ","중견기업부","36250","-800","-2.16","37300","39500","34200","191234","6858035575","794273496250","21910993"
"069410","엔텔스","KOSDAQ","벤처기업부","4890","-5","-0.10","4900","4935","4660","43367","209177508","50097189360","10244824"
"227950","엔투텍","KOSDAQ","벤처기업부","503","0","0.00","0","0","0","0","0","86788146641","172541047"
"291230","엔피","KOSDAQ","중견기업부","676","-26","-3.70","702","714","670","130585","88520459","29808743900","44095775"
"048830","엔피케이","KOSDAQ","중견기업부","1020","-77","-7.02","1097","1097","1009","232963","237861607","19098401460","18723923"
"096870","엘디티","KOSDAQ","벤처기업부","2155","-85","-3.79","2240","2240","2050","104793","219866905","17989937845","8347999"
"276240","엘리비젼","KONEX","일반기업부","411","-9","-2.14","483","483","361","306","147464","5060699718","12313138"
"900140","엘브이엠씨홀딩스","KOSPI",,"1628","-31","-1.87","1659","1678","1525","822383","1323287606","314595423296","193240432"
"290650","엘앤씨바이오","KOSDAQ","우량기업부","60300","-3500","-5.49","62500","62600","59000","198173","11944305500","1626273151200","26969704"
"066970","엘앤에프","KOSPI",,"160500","300","0.19","157100","163300","150100","496363","78234888100","6493105663500","40455487"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","5960","0","0.00","5940","6180","5600","269567","1579638870","133212871880","22351153"
"0041J0","엘에스스팩1호","KOSDAQ","SPAC(소속부없음)","1997","-3","-0.15","1999","2010","1997","8341","16678254","8207670000","4110000"
"311060","엘에이티","KONEX","일반기업부","3490","0","0.00","3400","3490","3400","802","2793805","27473747660","7872134"
"073110","엘엠에스","KOSDAQ","벤처기업부","6140","160","2.68","5980","6280","5860","42885","262869570","54619935700","8895755"
"083310","엘오티베큠","KOSDAQ","우량기업부","13450","-600","-4.27","13980","13980","12640","238990","3164033385","239544943850","17810033"
"037950","엘컴텍","KOSDAQ","중견기업부","3165","105","3.43","3060","3205","2960","77576","240612888","53455276995","16889503"
"489500","엘케이켐","KOSDAQ","벤처기업부","31200","-1050","-3.26","32300","32300","29300","81338","2469258950","199406625600","6391238"
"170920","엘티씨","KOSDAQ","벤처기업부","39100","700","1.82","38400","40400","34600","241647","9119177325","413057326600","10564126"
"058630","엠게임","KOSDAQ","우량기업부","4890","-120","-2.40","4985","4985","4750","128625","624549279","93900586860","19202574"
"226590","엠디바이스","KOSDAQ","기술성장기업부","20600","-2000","-8.85","22100","22400","20100","364094","7493815625","220765750400","10716784"
"058970","엠로","KOSDAQ","기술성장기업부","23800","-700","-2.86","23100","24600","22500","81420","1894753850","294234497200","12362794"
"169330","엠브레인","KOSDAQ","중견기업부","2115","20","0.95","1990","2135","1990","36780","74434489","38740281570","18316918"
"097520","엠씨넥스","KOSPI",,"22200","-1300","-5.53","23300","23300","21500","108168","2394641625","386313300000","17401500"
"373170","엠아이큐브솔루션","KOSDAQ","벤처기업부","2485","-80","-3.12","2600","2600","2355","52995","131076218","37557768150","15113790"
"179290","엠아이텍","KOSDAQ","우량기업부","5400","-260","-4.59","5670","5680","5340","463623","2520291690","174774661200","32365678"
"484870","엠앤씨솔루션","KOSPI",,"88200","-3200","-3.50","91800","92900","84600","16598","1462310500","807373980000","9153900"
"009780","엠에스씨","KOSDAQ","우량기업부","7010","-600","-7.88","7560","7590","6950","103249","733026515","123376000000","17600000"
"123040","엠에스오토텍","KOSDAQ","중견기업부","2175","20","0.93","2195","2195","2070","170042","362069985","136216550325","62628299"
"432980","엠에프씨","KOSDAQ","기술성장기업부","3265","-165","-4.81","3400","3705","3170","140175","470411057","28052037630","8591742"
"007820","엠엑스로보틱스","KOSDAQ","중견기업부","5050","-310","-5.78","5490","5530","5000","534662","2783500500","101171427300","20033946"
"347890","엠엑스온","KOSDAQ","벤처기업부","5330","-280","-4.99","5500","5600","5260","46347","247708515","90413877320","16963204"
"413390","엠오티","KOSDAQ","중견기업부","8020","70","0.88","7950","8720","7480","239488","1934825240","92873043600","11580180"
"032790","엠젠솔루션","KOSDAQ","벤처기업부","887","0","0.00","0","0","0","0","0","45556508044","51360212"
"033160","엠케이전자","KOSDAQ","중견기업부","27700","-750","-2.64","26200","28000","24800","813141","21639729025","669926632900","24185077"
"033310","엠투엔","KOSDAQ","중견기업부","1622","-3","-0.18","1626","1643","1570","158838","255245071","64835323632","39972456"
"259630","엠플러스","KOSDAQ","우량기업부","15100","-700","-4.43","15790","15790","14240","302084","4520723455","182857738400","12109784"
"105550","엣지파운드리","KOSDAQ","중견기업부","710","-2","-0.28","712","747","698","945022","675423895","55598006210","78307051"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","6390","350","5.79","6000","6420","5910","84099","524688325","51957090000","8131000"
"014440","영보화학","KOSPI",,"4695","-25","-0.53","4720","4720","4615","65753","307126965","93900000000","20000000"
"143540","영우디에스피","KOSDAQ","벤처기업부","1447","19","1.33","1419","1476","1365","453809","642174196","64536048065","44599895"
"111770","영원무역","KOSPI",,"87900","-1700","-1.90","89600","93800","87300","102610","9140932950","3894978037200","44311468"
"009970","영원무역홀딩스","KOSPI",,"198300","-6700","-3.27","209000","209000","195100","22614","4465320900","2676898697100","13499237"
"003520","영진약품","KOSPI",,"1531","-23","-1.48","1541","1552","1508","493735","752341661","280008771161","182892731"
"000670","영풍","KOSPI",,"58800","-1600","-2.65","60100","60100","56000","33215","1923992600","1082548160400","18410683"
"012280","영화금속","KOSPI",,"992","7","0.71","999","1003","962","259236","255233616","51251188960","51664505"
"265560","영화테크","KOSDAQ","우량기업부","8530","-280","-3.18","8810","8830","8390","57023","487542660","91187235400","10690180"
"012160","영흥","KOSPI",,"432","11","2.61","422","442","408","163183","69795744","43766080704","101310372"
"036000","예림당","KOSDAQ","중견기업부","3020","10","0.33","3025","3125","2950","43549","130406850","69563516540","23034277"
"250930","예선테크","KOSDAQ","벤처기업부","445","12","2.77","433","477","400","323245","137412637","14685195800","33000440"
"053280","예스24","KOSDAQ","중견기업부","3165","-55","-1.71","3220","3220","3095","57346","179642890","79125000000","25000000"
"122640","예스티","KOSDAQ","벤처기업부","27400","1700","6.61","24650","28500","23700","348072","9287108725","586867146600","21418509"
"476040","오가노이드사이언스","KOSDAQ","기술성장기업부","16380","-1150","-6.56","17500","17530","15940","98028","1586351130","107874748800","6585760"
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)","104","-7","-6.31","112","122","102","31011355","3370890531","26104507104","251004876"
"212310","오건에코텍","KONEX","일반기업부","635","0","0.00","0","0","0","0","0","7514663025","11834115"
"045060","오공","KOSDAQ","우량기업부","2310","5","0.22","2305","2370","2265","76767","177937700","39135959940","16941974"
"192410","오늘이엔엠","KOSDAQ","중견기업부","6400","-250","-3.76","6650","6890","6170","133388","845295390","149317030400","23330786"
"080520","오디텍","KOSDAQ","벤처기업부","3590","-180","-4.77","3750","3755","3395","66723","238589272","40647477030","11322417"
"007310","오뚜기","KOSPI",,"353500","-6500","-1.81","363000","363000","349000","3236","1140588000","1416767905000","4007830"
"039830","오로라","KOSDAQ","우량기업부","15860","-620","-3.76","16480","16670","15500","179065","2870216945","170699435400","10762890"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","27850","0","0.00","27000","28100","25500","248393","6689786325","260858194700","9366542"
"046120","오르비텍","KOSDAQ","중견기업부","9380","-370","-3.79","9300","10010","8540","703748","6413203965","317563961540","33855433"
"475830","오름테라퓨틱","KOSDAQ","기술성장기업부","67800","-8200","-10.79","72800","76000","63100","313322","21133012600","1458603435000","21513325"
"014940","오리엔탈정공","KOSDAQ","우량기업부","6530","-220","-3.26","6600","6700","6300","247041","1612593430","297596006330","45573661"
"002630","오리엔트바이오","KOSPI",,"483","5","1.05","478","497","473","727026","353777402","57275591415","118583005"
"065500","오리엔트정공","KOSDAQ","중견기업부","1816","-59","-3.15","1850","1862","1792","236690","431316526","60369128192","33242912"
"271560","오리온","KOSPI",,"136200","-4800","-3.40","142800","142800","131200","138879","18826328350","5384821178400","39536132"
"001800","오리온홀딩스","KOSPI",,"25900","-2400","-8.48","27500","27550","25300","268157","6995294875","1622516429800","62645422"
"010470","오리콤","KOSDAQ","우량기업부","5710","-60","-1.04","5770","5780","5600","17900","100946180","68377535500","11975050"
"417860","오브젠","KOSDAQ","벤처기업부","7740","-410","-5.03","8150","8150","7500","51524","401750140","36354052440","4696906"
"352910","오비고","KOSDAQ","기술성장기업부","5530","-90","-1.60","5590","5590","5350","30823","167731100","69887045060","12637802"
"053980","오상자이엘","KOSDAQ","우량기업부","2955","-45","-1.50","3000","3020","2925","112661","334188850","56094123765","18982783"
"036220","오상헬스케어","KOSDAQ","우량기업부","7990","-550","-6.44","8730","8730","7980","140169","1141449855","114332233840","14309416"
"052420","오성첨단소재","KOSDAQ","우량기업부","1448","0","0.00","0","0","0","0","0","141064299008","97420096"
"332190","오션스바이오","KONEX","일반기업부","3320","430","14.88","2460","3320","2460","2","5780","4906425480","1477839"
"052300","오션인더블유","KOSDAQ","중견기업부","1741","0","0.00","0","0","0","0","0","28281026848","16244128"
"039200","오스코텍","KOSDAQ","벤처기업부","40750","-6450","-13.67","45800","46600","39050","493659","20126964625","1559020672000","38258176"
"226400","오스테오닉","KOSDAQ","기술성장기업부","5740","-290","-4.81","6120","6120","5630","427547","2476337160","118597589740","20661601"
"031510","오스템","KOSDAQ","중견기업부","1088","53","5.12","1037","1106","1030","310470","333609902","30464000000","28000000"
"342870","오아","KOSDAQ","중견기업부","6250","-170","-2.65","6470","6530","6160","7176","44903560","34063731250","5450197"
"368970","오에스피","KOSDAQ","벤처기업부","1925","0","0.00","0","0","0","0","0","17586157050","9135666"
"138080","오이솔루션","KOSDAQ","벤처기업부","37650","-3300","-8.06","40800","40850","36500","891590","33569013550","466022588700","12377758"
"080580","오킨스전자","KOSDAQ","벤처기업부","18950","-1020","-5.11","19590","19980","17350","1769426","33116871140","399673597250","21090955"
"067170","오텍","KOSDAQ","중견기업부","3270","-500","-13.26","3475","3495","3095","1869653","6083293267","79473465240","24303812"
"353590","오토앤","KOSDAQ","중견기업부","2630","-35","-1.31","2665","2715","2585","45002","118949041","33862749100","12875570"
"173130","오파스넷","KOSDAQ","중견기업부","7570","100","1.34","7450","7700","7250","147988","1115698100","98761800610","13046473"
"440320","오픈놀","KOSDAQ","기술성장기업부","4445","150","3.49","4300","4500","4120","375681","1635737800","43694350000","9830000"
"049480","오픈베이스","KOSDAQ","우량기업부","2685","-30","-1.10","2685","2715","2570","440956","1167455451","84369098355","31422383"
"394280","오픈엣지테크놀로지","KOSDAQ","기술성장기업부","15990","-700","-4.19","16000","16250","15120","223806","3520789350","421281014700","26346530"
"476060","온코닉테라퓨틱스","KOSDAQ","기술성장기업부","20600","1070","5.48","19250","21250","18670","630839","12815195595","935401504000","45407840"
"382150","온코크로스","KOSDAQ","기술성장기업부","6550","-210","-3.11","6900","6900","6340","65886","431200340","79883518350","12195957"
"005320","온타이드","KOSPI",,"588","0","0.00","0","0","0","0","0","40204905720","68375690"
"244460","올리패스","KOSDAQ","관리종목(소속부없음)","1651","0","0.00","0","0","0","0","0","13415218661","8125511"
"226950","올릭스","KOSDAQ","기술성장기업부","148300","-18500","-11.09","164200","167300","135400","336866","49886643450","3010576458900","20300583"
"057540","옴니시스템","KOSDAQ","중견기업부","822","-19","-2.26","842","846","815","469074","388206985","48822088296","59394268"
"131030","옵투스제약","KOSDAQ","우량기업부","7400","-350","-4.52","7740","7740","7220","211274","1554541460","130584766000","17646590"
"082210","옵트론텍","KOSDAQ","중견기업부","1706","-56","-3.18","1850","1851","1692","222454","381938005","59647440980","34963330"
"109080","옵티시스","KOSDAQ","벤처기업부","13110","-530","-3.89","13360","13490","12910","87124","1147433195","73887960000","5636000"
"380540","옵티코어","KOSDAQ","관리종목(소속부없음)","4225","0","0.00","0","0","0","0","0","206658130575","48913167"
"153710","옵티팜","KOSDAQ","기술성장기업부","4910","-50","-1.01","4920","5080","4750","27060","130635230","72029493780","14669958"
"432430","와이랩","KOSDAQ","기술성장기업부","2935","40","1.38","2870","2975","2770","62436","178972735","48451919200","16508320"
"338840","와이바이오로직스","KOSDAQ","기술성장기업부","19550","-290","-1.46","19120","19680","17220","172327","3160251140","300418613550","15366681"
"122990","와이솔","KOSDAQ","중견기업부","8440","760","9.90","7690","9340","7460","2181026","19051609690","224833843640","26639081"
"232140","와이씨","KOSDAQ","우량기업부","17950","-450","-2.45","18320","18410","17070","834903","14880611380","1472714032500","82045350"
"112290","와이씨켐","KOSDAQ","기술성장기업부","14430","160","1.12","13950","14970","13160","1018653","14381092975","291790328700","20221090"
"065530","와이어블","KOSDAQ","우량기업부","1839","-44","-2.34","1900","1901","1748","275649","505734433","87975477801","47838759"
"067900","와이엔텍","KOSDAQ","우량기업부","7030","-340","-4.61","7360","7360","6990","88480","627780210","127943602770","18199659"
"007530","와이엠","KOSDAQ","중견기업부","2120","-55","-2.53","2180","2180","2045","19996","42575090","47178969720","22254231"
"155650","와이엠씨","KOSDAQ","우량기업부","4275","-65","-1.50","4230","4425","4165","86897","374151404","81115380450","18974358"
"273640","와이엠텍","KOSDAQ","벤처기업부","10000","-340","-3.29","10300","10300","9470","126127","1243320065","109660000000","10966000"
"251370","와이엠티","KOSDAQ","벤처기업부","14340","-420","-2.85","14740","14740","13580","260648","3685035695","262212019380","18285357"
"209640","와이제이링크","KOSDAQ","중견기업부","8600","420","5.13","8550","8610","7700","1141649","9591445085","244611055600","28443146"
"096250","와이즈넛","KOSDAQ","기술성장기업부","9170","40","0.44","9130","9390","8880","37755","343114705","120176004480","13105344"
"273060","와이즈버즈","KOSDAQ","중견기업부","1229","124","11.22","1116","1250","1116","1161742","1397156555","62014826278","50459582"
"019210","와이지-원","KOSDAQ","우량기업부","19300","1670","9.47","18700","19900","16350","3453868","63440197565","717838950400","37193728"
"122870","와이지엔터테인먼트","KOSDAQ","우량기업부","48050","-1750","-3.51","48350","49000","47000","114585","5481784225","898104904450","18691049"
"011690","와이투솔루션","KOSPI",,"6200","-270","-4.17","6410","6490","6050","564352","3517467830","227567242800","36704394"
"079000","와토스코리아","KOSDAQ","중견기업부","6150","-90","-1.44","6380","6380","5940","21675","132520700","44280000000","7200000"
"403490","우듬지팜","KOSDAQ","벤처기업부","988","-20","-1.98","1008","1008","948","450295","438963605","45381274432","45932464"
"316140","우리금융지주","KOSPI",,"30650","-600","-1.92","31050","31250","30000","2157747","66192290125","22499439208000","734076320"
"032820","우리기술","KOSDAQ","벤처기업부","17290","160","0.93","16550","17600","16200","6959610","118364130405","2958254715780","171096282"
"041190","우리기술투자","KOSDAQ","우량기업부","6220","90","1.47","6130","6460","5960","1387760","8599189630","522480000000","84000000"
"115440","우리넷","KOSDAQ","우량기업부","13170","-670","-4.84","13480","13480","12240","439983","5704535295","142160825640","10794292"
"046970","우리로","KOSDAQ","벤처기업부","7780","-140","-1.77","7760","8060","7090","1602917","12147013035","340958492220","43824999"
"082850","우리바이오","KOSDAQ","중견기업부","1922","-36","-1.84","1958","1959","1850","257404","489347677","93133542916","48456578"
"215360","우리산업","KOSDAQ","우량기업부","8700","30","0.35","8670","8810","8300","43450","371570050","79449818100","9132163"
"072470","우리산업홀딩스","KOSDAQ","중견기업부","3650","-85","-2.28","3700","3735","3505","80158","287884632","68938794650","18887341"
"073560","우리손에프앤지","KOSDAQ","우량기업부","1730","0","0.00","1704","1743","1691","162841","279321576","119781122390","69237643"
"037400","우리엔터프라이즈","KOSDAQ","중견기업부","961","-19","-1.94","961","980","952","83189","79822092","25200635506","26223346"
"153490","우리이앤엘하루틴","KOSDAQ","우량기업부","780","-20","-2.50","800","800","770","81751","63898710","40154400000","51480000"
"101170","우림피티에스","KOSDAQ","벤처기업부","14570","-670","-4.40","14900","15150","13970","323710","4653905910","196695000000","13500000"
"006980","우성","KOSPI",,"21400","-150","-0.70","21550","21750","20450","17429","365149425","66126000000","3090000"
"011300","우성머티리얼스","KOSPI",,"2560","-100","-3.76","2660","2660","2485","47942","121486191","40592335360","15856381"
"017370","우신시스템","KOSPI",,"5440","-80","-1.45","5490","5490","5240","73280","392743690","99628453760","18314054"
"103840","우양","KOSDAQ","중견기업부","2920","-70","-2.34","2950","2950","2660","225740","648063008","47789969760","16366428"
"101970","우양에이치씨","KOSDAQ","중견기업부","12210","-520","-4.08","12700","12840","11700","31189","378594305","180586009890","14790009"
"046940","우원개발","KOSDAQ","우량기업부","4530","-430","-8.67","4700","4720","4440","462903","2100457265","81876805500","18074350"
"215380","우정바이오","KOSDAQ","벤처기업부","2800","60","2.19","2760","2840","2685","140735","390611615","47122812800","16829576"
"065680","우주일렉트로","KOSDAQ","우량기업부","41800","-900","-2.11","41500","42600","38150","25605","1047793950","386251687800","9240471"
"105840","우진","KOSPI",,"22150","1150","5.48","20750","22400","19680","568539","12088062285","447378390500","20197670"
"018620","우진비앤지","KOSDAQ","벤처기업부","746","0","0.00","0","0","0","0","0","21551412578","28889293"
"010400","우진아이엔에스","KOSPI",,"3665","25","0.69","3630","3795","3305","63210","222363885","27934630000","7622000"
"457550","우진엔텍","KOSDAQ","중견기업부","23100","-950","-3.95","23850","23850","22000","104901","2399378225","215267929800","9318958"
"049800","우진플라임","KOSPI",,"2260","-120","-5.04","2380","2405","2220","96998","221754825","45200000000","20000000"
"016880","웅진","KOSPI",,"2390","-135","-5.35","2495","2495","2260","491335","1154551178","191025721200","79927080"
"095720","웅진씽크빅","KOSPI",,"1882","-116","-5.81","1998","1999","1879","105797","201232948","106948573970","56827085"
"396470","워트","KOSDAQ","중견기업부","8000","-280","-3.38","8080","8180","7680","405545","3225283485","128960000000","16120000"
"005820","원림","KOSPI",,"15340","-170","-1.10","15500","15510","14500","4285","64712040","35250859800","2297970"
"307280","원바이오젠","KOSDAQ","벤처기업부","6740","60","0.90","6680","6850","6260","67090","445359410","47817785980","7094627"
"032940","원익","KOSDAQ","우량기업부","8280","-500","-5.69","8780","8890","8120","175752","1462649320","150639944400","18193230"
"240810","원익IPS","KOSDAQ GLOBAL","우량기업부","116100","1400","1.22","113700","118700","108200","399047","45399023450","5698640906100","49083901"
"074600","원익QnC","KOSDAQ GLOBAL","우량기업부","36150","700","1.97","34400","37750","33000","386743","13646349425","950311200000","26288000"
"104830","원익머트리얼즈","KOSDAQ","우량기업부","45000","-1450","-3.12","45700","45700","41200","114269","5077482350","567360000000","12608000"
"014190","원익큐브","KOSDAQ","우량기업부","1565","7","0.45","1648","1648","1508","294910","459688220","55400852890","35399906"
"217820","원익피앤이","KOSDAQ","중견기업부","3050","-125","-3.94","3100","3155","2945","495157","1507087832","144736404950","47454559"
"030530","원익홀딩스","KOSDAQ","중견기업부","26950","-1250","-4.43","28050","28100","25800","1177311","31601142300","2081563587950","77237981"
